,home_team,home_team_score,home_team_record,home_team_GFvGA,away_team,away_team_score,away_team_record,away_team_GFvGA,winner,year,date
642,TrIMAC,10,0.2,0.3805147058823529,Waconia,11,0.09090909090909093,0.2525252525252525,1,2019,Wed May 22
643,St. Paul,6,0.5,0.4967320261437909,Hermantown Proctor,10,0.4166666666666667,0.4541284403669725,1,2018,Thu May 17
644,Blake,4,0.5769230769230769,0.6049382716049383,Minnetonka,10,0.88,0.6847290640394089,1,2018,Fri May 11
645,Buffalo,16,0.6666666666666666,0.6193293885601578,Rocori,1,0.4583333333333333,0.4561855670103093,0,2019,Wed May  8
646,Eastview,17,0.4615384615384616,0.5609756097560976,Shakopee,7,0.6153846153846154,0.5754716981132075,0,2018,Thu May 24
647,Centennial,2,0.75,0.6349892008639308,Irondale,9,0.9230769230769232,0.7096069868995634,1,2018,Wed May  9
648,Champlin Park,5,0.4615384615384616,0.4656319290465632,Duluth,17,0.8461538461538461,0.6708860759493671,1,2019,Fri May 24
649,Duluth,6,0.8461538461538461,0.6708860759493671,Champlin Park,5,0.4615384615384616,0.4656319290465632,0,2018,Sat May 19
650,Spring Lake Park,5,0.1153846153846154,0.29195402298850576,Grand Rapids,7,0.3478260869565217,0.4595469255663429,1,2018,Mon May  7
651,Rogers,21,0.7083333333333334,0.6714876033057852,Hutchinson,1,0.0,0.062200956937799035,0,2018,Thu Apr 26
652,Elk River Zimmerman,12,0.76,0.6173708920187794,Andover,3,0.6923076923076923,0.5466101694915254,0,2018,Mon Apr 30
653,Burnsville,6,0.36,0.4025423728813559,Bloomington Jefferson,5,0.5384615384615384,0.5596330275229358,0,2018,Tue Apr 24
654,Mahtomedi,20,0.6923076923076923,0.6294117647058823,North St. Paul,1,0.045454545454545456,0.13817330210772832,0,2018,Thu Apr 26
655,Holy Family,6,0.13043478260869565,0.2868020304568528,Providence Academy,15,0.4545454545454545,0.471057884231537,1,2019,Tue May  7
656,Breck,9,0.72,0.5989847715736041,St. Paul,5,0.5,0.4967320261437909,0,2018,Mon May  7
657,St. Michael-Albertville,15,0.88,0.8653465346534653,Monticello,2,0.5652173913043478,0.4962593516209477,0,2019,Tue May 14
658,Chaska,9,0.3461538461538461,0.4004739336492891,Bloomington Kennedy,15,0.4166666666666667,0.4337078651685393,1,2018,Wed Apr 25
659,Delano Rockford,19,0.7307692307692307,0.6274944567627494,Rochester JM Lourdes,5,0.25,0.3605442176870749,0,2019,Fri May 17
660,Elk River Zimmerman,16,0.76,0.6173708920187794,Spring Lake Park,1,0.1153846153846154,0.29195402298850576,0,2018,Fri May  4
661,Duluth,12,0.8461538461538461,0.6708860759493671,Minneapolis,9,0.5416666666666666,0.5553470919324578,0,2018,Fri Apr 27
662,Rochester Mayo,13,0.52,0.4576271186440678,Rochester Century,5,0.28,0.3638253638253639,0,2019,Mon Apr 29
663,Lakeville North,14,0.64,0.5704989154013015,Lakeville South,8,0.4615384615384616,0.4942339373970346,0,2019,Tue May 14
664,Owatonna,5,0.5769230769230769,0.6091954022988506,Mankato,10,0.4166666666666667,0.4609571788413098,1,2019,Tue May  7
665,Chanhassen,10,0.72,0.6299559471365639,Mahtomedi,9,0.6923076923076923,0.6294117647058823,0,2019,Sat Apr 20
666,Mahtomedi,10,0.6923076923076923,0.6294117647058823,St. Thomas Academy,6,0.8461538461538461,0.7041942604856513,0,2018,Tue Apr 24
667,Blaine,16,0.68,0.6119791666666666,Coon Rapids,5,0.15384615384615385,0.3166023166023166,0,2019,Wed Apr 24
668,Brainerd,2,0.08333333333333333,0.13901345291479822,Grand Rapids,18,0.3478260869565217,0.4595469255663429,1,2018,Fri Apr 27
669,Farmington,4,0.19230769230769232,0.2717678100263852,Lakeville South,12,0.4615384615384616,0.4942339373970346,1,2019,Tue May  7
670,Burnsville,12,0.36,0.4025423728813559,Orono,6,0.5384615384615384,0.5379876796714579,0,2018,Sat Apr 21
671,Rosemount,12,0.72,0.6347826086956522,Eastview,8,0.4615384615384616,0.5609756097560976,0,2018,Tue May  1
672,Breck,15,0.72,0.5989847715736041,Providence Academy,8,0.4545454545454545,0.471057884231537,0,2018,Sat May  5
673,Bloomington Jefferson,12,0.5384615384615384,0.5596330275229358,Burnsville,9,0.36,0.4025423728813559,0,2019,Sat Apr 20
674,Anoka,5,0.2,0.3634408602150538,Maple Grove,12,0.6,0.6025316455696202,1,2018,Wed May  2
675,Champlin Park,9,0.4615384615384616,0.4656319290465632,Totino-Grace,2,0.19230769230769232,0.3392857142857143,0,2019,Mon Apr 29
676,St. Paul,4,0.5,0.4967320261437909,Grand Rapids,3,0.3478260869565217,0.4595469255663429,0,2019,Sat Apr 20
677,Henry Sibley,7,0.2727272727272727,0.2891566265060241,Hill-Murray,3,0.2916666666666667,0.3333333333333333,0,2019,Fri May 17
678,North St. Paul,1,0.045454545454545456,0.13817330210772832,St. Thomas Academy,18,0.8461538461538461,0.7041942604856513,1,2018,Tue May  8
679,Park of Cottage Grove,7,0.5769230769230769,0.5265700483091788,Duluth,8,0.8461538461538461,0.6708860759493671,1,2018,Fri May 25
680,Prior Lake,11,0.8076923076923077,0.7090069284064665,Lakeville South,4,0.4615384615384616,0.4942339373970346,0,2018,Mon May 21
681,Rochester JM Lourdes,8,0.25,0.3605442176870749,Rochester Mayo,9,0.52,0.4576271186440678,1,2018,Wed May 16
682,Park of Cottage Grove,5,0.5769230769230769,0.5265700483091788,Mounds View,7,0.48,0.5055928411633109,1,2019,Thu May  9
683,Hastings,6,0.6153846153846154,0.5961538461538461,Mahtomedi,20,0.6923076923076923,0.6294117647058823,1,2019,Thu May  9
684,Chaska,15,0.3461538461538461,0.4004739336492891,St. Louis Park,7,0.125,0.21521739130434786,0,2018,Tue May  8
685,Grand Rapids,9,0.3478260869565217,0.4595469255663429,Moorhead,5,0.4,0.4748201438848921,0,2019,Thu May  9
686,Rogers,10,0.7083333333333334,0.6714876033057852,Providence Academy,13,0.4545454545454545,0.471057884231537,1,2019,Sat Apr 13
687,Eden Prairie,12,0.68,0.596875,Maple Grove,3,0.6,0.6025316455696202,0,2019,Sat May 11
688,Brainerd,2,0.08333333333333333,0.13901345291479822,Sartell Sauk Rapids,10,0.20833333333333331,0.271264367816092,1,2018,Fri May 18
689,Providence Academy,18,0.4545454545454545,0.471057884231537,Southwest Christian,8,0.3333333333333333,0.4048582995951417,0,2018,Wed May 16
690,Andover,8,0.6923076923076923,0.5466101694915254,Anoka,6,0.2,0.3634408602150538,0,2019,Fri Apr 26
691,Eden Prairie,9,0.68,0.596875,Blake,7,0.5769230769230769,0.6049382716049383,0,2019,Thu May 23
692,Woodbury,4,0.4166666666666667,0.43315508021390375,Mounds View,5,0.48,0.5055928411633109,1,2018,Tue May 22
693,Spring Lake Park,6,0.1153846153846154,0.29195402298850576,Andover,7,0.6923076923076923,0.5466101694915254,1,2018,Fri May 11
694,Lakeville South,7,0.4615384615384616,0.4942339373970346,Prior Lake,18,0.8076923076923077,0.7090069284064665,1,2019,Thu May 16
695,Irondale,8,0.9230769230769232,0.7096069868995634,Elk River Zimmerman,7,0.76,0.6173708920187794,0,2018,Wed May 23
696,White Bear Lake,14,0.72,0.6255411255411255,Lakeville South,13,0.4615384615384616,0.4942339373970346,0,2018,Fri Apr 27
697,Eastview,11,0.4615384615384616,0.5609756097560976,Eagan,15,0.7083333333333334,0.6666666666666666,1,2019,Thu May 16
698,Cretin-Derham Hall,16,0.4615384615384616,0.4822222222222222,Hastings,3,0.6153846153846154,0.5961538461538461,0,2019,Tue Apr 16
699,Grand Rapids,9,0.3478260869565217,0.4595469255663429,Chisago Lakes,8,0.5416666666666666,0.5542452830188679,0,2018,Sat Apr 28
700,Bloomington Kennedy,17,0.4166666666666667,0.4337078651685393,St. Louis Park,8,0.125,0.21521739130434786,0,2018,Tue May 22
701,Mankato,12,0.4166666666666667,0.4609571788413098,Rochester JM Lourdes,7,0.25,0.3605442176870749,0,2019,Wed Apr 24
702,St. Thomas Academy,22,0.8461538461538461,0.7041942604856513,North St. Paul,0,0.045454545454545456,0.13817330210772832,0,2019,Tue May  7
703,Centennial,23,0.75,0.6349892008639308,Coon Rapids,3,0.15384615384615385,0.3166023166023166,0,2019,Thu May  2
704,St. Cloud,3,0.4,0.41326530612244894,St. Michael-Albertville,23,0.88,0.8653465346534653,1,2018,Thu Apr 26
705,St. Louis Park,4,0.125,0.21521739130434786,Hopkins,9,0.15384615384615385,0.201530612244898,1,2019,Tue Apr 16
706,Delano Rockford,15,0.7307692307692307,0.6274944567627494,Southwest Christian,5,0.3333333333333333,0.4048582995951417,0,2019,Tue May  7
707,Mankato,5,0.4166666666666667,0.4609571788413098,Owatonna,13,0.5769230769230769,0.6091954022988506,1,2018,Tue Apr 24
708,Rochester Century,8,0.28,0.3638253638253639,Mankato,14,0.4166666666666667,0.4609571788413098,1,2019,Thu May  2
709,Prior Lake,14,0.8076923076923077,0.7090069284064665,Burnsville,3,0.36,0.4025423728813559,0,2019,Thu May  2
710,St. Paul,7,0.5,0.4967320261437909,Southwest Christian,5,0.3333333333333333,0.4048582995951417,0,2019,Wed May  1
711,White Bear Lake,17,0.72,0.6255411255411255,Forest Lake,7,0.19230769230769232,0.3790849673202614,0,2019,Tue May 21
712,Eastview,6,0.4615384615384616,0.5609756097560976,Prior Lake,7,0.8076923076923077,0.7090069284064665,1,2018,Thu May 17
713,Buffalo,11,0.6666666666666666,0.6193293885601578,Moorhead,7,0.4,0.4748201438848921,0,2019,Fri May 24
714,St. Cloud,3,0.4,0.41326530612244894,Becker,4,0.6818181818181818,0.6194444444444445,1,2018,Fri May 11
715,Eastview,12,0.4615384615384616,0.5609756097560976,Lakeville North,7,0.64,0.5704989154013015,0,2019,Thu May  2
716,Stillwater,16,0.92,0.7283702213279678,St. Thomas Academy,7,0.8461538461538461,0.7041942604856513,0,2019,Sat May 11
717,Chisago Lakes,17,0.5416666666666666,0.5542452830188679,Rocori,9,0.4583333333333333,0.4561855670103093,0,2018,Fri May 11
718,White Bear Lake,13,0.72,0.6255411255411255,Woodbury,2,0.4166666666666667,0.43315508021390375,0,2018,Tue Apr 24
719,Bloomington Jefferson,15,0.5384615384615384,0.5596330275229358,Minneapolis,6,0.5416666666666666,0.5553470919324578,0,2018,Fri May 11
720,St. Thomas Academy,13,0.8461538461538461,0.7041942604856513,Cretin-Derham Hall,6,0.4615384615384616,0.4822222222222222,0,2018,Mon May 14
721,Eagan,16,0.7083333333333334,0.6666666666666666,Farmington,1,0.19230769230769232,0.2717678100263852,0,2019,Thu Apr 25
722,Hutchinson,0,0.0,0.062200956937799035,St. Michael-Albertville,16,0.88,0.8653465346534653,1,2018,Thu May 24
723,Chisago Lakes,7,0.5416666666666666,0.5542452830188679,Monticello,8,0.5652173913043478,0.4962593516209477,1,2019,Mon May 13
724,Coon Rapids,1,0.15384615384615385,0.3166023166023166,Maple Grove,20,0.6,0.6025316455696202,1,2019,Mon Apr 22
725,Grand Rapids,0,0.3478260869565217,0.4595469255663429,Duluth,7,0.8461538461538461,0.6708860759493671,1,2018,Tue May 15
726,Buffalo,19,0.6666666666666666,0.6193293885601578,Sartell Sauk Rapids,3,0.20833333333333331,0.271264367816092,0,2019,Mon May  6
727,Farmington,0,0.19230769230769232,0.2717678100263852,St. Thomas Academy,11,0.8461538461538461,0.7041942604856513,1,2018,Sat May 12
728,Hill-Murray,0,0.2916666666666667,0.3333333333333333,Tartan,8,0.2692307692307692,0.3807339449541284,1,2019,Mon Apr 22
729,Eagan,16,0.7083333333333334,0.6666666666666666,Rosemount,4,0.72,0.6347826086956522,0,2018,Thu May  3
730,Tartan,6,0.2692307692307692,0.3807339449541284,Hill-Murray,7,0.2916666666666667,0.3333333333333333,1,2018,Mon Apr 23
731,Chanhassen,8,0.72,0.6299559471365639,Benilde-St. Margarets,9,1.0,0.7230769230769231,1,2018,Tue May  8
732,Hastings,5,0.6153846153846154,0.5961538461538461,Woodbury,11,0.4166666666666667,0.43315508021390375,1,2019,Mon May 13
733,Maple Grove,11,0.6,0.6025316455696202,Champlin Park,2,0.4615384615384616,0.4656319290465632,0,2019,Mon Apr 15
734,Eagan,14,0.7083333333333334,0.6666666666666666,Lakeville South,13,0.4615384615384616,0.4942339373970346,0,2019,Tue Apr 30
735,Anoka,5,0.2,0.3634408602150538,Centennial,17,0.75,0.6349892008639308,1,2019,Mon Apr 29
736,Rosemount,24,0.72,0.6347826086956522,Brainerd,0,0.08333333333333333,0.13901345291479822,0,2018,Sat May 12
737,Bloomington Jefferson,2,0.5384615384615384,0.5596330275229358,Rosemount,9,0.72,0.6347826086956522,1,2019,Wed Apr 17
738,East Ridge,9,0.8076923076923077,0.6064814814814815,Mahtomedi,13,0.6923076923076923,0.6294117647058823,1,2018,Sat May 19
739,Burnsville,8,0.36,0.4025423728813559,Lakeville South,13,0.4615384615384616,0.4942339373970346,1,2018,Tue May  1
740,Cretin-Derham Hall,15,0.4615384615384616,0.4822222222222222,TrIMAC,2,0.2,0.3805147058823529,0,2018,Fri May  4
741,Rochester Mayo,10,0.52,0.4576271186440678,Northfield,8,0.56,0.5971896955503513,0,2018,Fri May 18
742,Robbinsdale Armstrong,9,0.4615384615384616,0.4762886597938144,Osseo Park Center,8,0.3703703703703704,0.5057251908396947,0,2018,Wed May  9
743,Chanhassen,15,0.72,0.6299559471365639,Blake,4,0.5769230769230769,0.6049382716049383,0,2018,Tue Apr 24
744,Mankato,6,0.4166666666666667,0.4609571788413098,Rochester Mayo,13,0.52,0.4576271186440678,1,2018,Sat May 19
745,Delano Rockford,13,0.7307692307692307,0.6274944567627494,Holy Family,4,0.13043478260869565,0.2868020304568528,0,2018,Mon Apr 23
746,Minnetonka,5,0.88,0.6847290640394089,Eden Prairie,6,0.68,0.596875,1,2019,Tue May 14
747,Hutchinson,0,0.0,0.062200956937799035,Monticello,21,0.5652173913043478,0.4962593516209477,1,2018,Tue May 15
748,Eden Prairie,4,0.68,0.596875,Edina,5,0.4615384615384616,0.5092592592592593,1,2019,Thu May  9
749,Rochester Mayo,14,0.52,0.4576271186440678,Rochester Century,4,0.28,0.3638253638253639,0,2019,Fri May 17
750,Blake,24,0.5769230769230769,0.6049382716049383,TrIMAC,1,0.2,0.3805147058823529,0,2019,Thu Apr 18
751,Elk River Zimmerman,11,0.76,0.6173708920187794,Maple Grove,10,0.6,0.6025316455696202,0,2018,Fri May 11
752,Rochester JM Lourdes,5,0.25,0.3605442176870749,Rochester Mayo,10,0.52,0.4576271186440678,1,2019,Mon Apr 22
753,Tartan,19,0.2692307692307692,0.3807339449541284,North St. Paul,0,0.045454545454545456,0.13817330210772832,0,2019,Thu May  9
754,Hopkins,3,0.15384615384615385,0.201530612244898,St. Paul,4,0.5,0.4967320261437909,1,2018,Thu Apr 26
755,East Ridge,10,0.8076923076923077,0.6064814814814815,Cretin-Derham Hall,2,0.4615384615384616,0.4822222222222222,0,2019,Thu May  9
756,Duluth,9,0.8461538461538461,0.6708860759493671,Forest Lake,3,0.19230769230769232,0.3790849673202614,0,2018,Sat May 12
757,Osseo Park Center,16,0.3703703703703704,0.5057251908396947,Spring Lake Park,5,0.1153846153846154,0.29195402298850576,0,2019,Mon May  6
758,Breck,9,0.72,0.5989847715736041,Delano Rockford,7,0.7307692307692307,0.6274944567627494,0,2019,Mon May  6
759,Hastings,17,0.6153846153846154,0.5961538461538461,Northfield,8,0.56,0.5971896955503513,0,2018,Mon May  7
760,Northfield,11,0.56,0.5971896955503513,Mankato,0,0.4166666666666667,0.4609571788413098,0,2018,Mon May 21
761,Blaine,10,0.68,0.6119791666666666,Champlin Park,4,0.4615384615384616,0.4656319290465632,0,2019,Fri Apr 19
762,Eagan,7,0.7083333333333334,0.6666666666666666,Eastview,8,0.4615384615384616,0.5609756097560976,1,2018,Tue May 22
763,Shakopee,10,0.6153846153846154,0.5754716981132075,Lakeville South,13,0.4615384615384616,0.4942339373970346,1,2018,Thu Apr 26
764,North St. Paul,6,0.045454545454545456,0.13817330210772832,Southwest Christian,14,0.3333333333333333,0.4048582995951417,1,2018,Mon May 21
765,Lakeville South,14,0.4615384615384616,0.4942339373970346,Shakopee,15,0.6153846153846154,0.5754716981132075,1,2019,Thu May  2
766,Rogers,12,0.7083333333333334,0.6714876033057852,Chisago Lakes,8,0.5416666666666666,0.5542452830188679,0,2019,Thu May  9
767,Rocori,2,0.4583333333333333,0.4561855670103093,Holy Family,5,0.13043478260869565,0.2868020304568528,1,2018,Mon May 14
768,Chanhassen,15,0.72,0.6299559471365639,Chaska,2,0.3461538461538461,0.4004739336492891,0,2019,Thu May 23
769,Stillwater,19,0.92,0.7283702213279678,Forest Lake,2,0.19230769230769232,0.3790849673202614,0,2018,Thu May  3
770,Rochester Mayo,14,0.52,0.4576271186440678,Rochester JM Lourdes,4,0.25,0.3605442176870749,0,2019,Thu May  9
771,Andover,15,0.6923076923076923,0.5466101694915254,Rochester JM Lourdes,6,0.25,0.3605442176870749,0,2018,Mon May 14
772,Robbinsdale Armstrong,9,0.4615384615384616,0.4762886597938144,Irondale,13,0.9230769230769232,0.7096069868995634,1,2018,Wed May  2
773,Southwest Christian,15,0.3333333333333333,0.4048582995951417,TrIMAC,14,0.2,0.3805147058823529,0,2019,Mon May  6
774,St. Cloud,5,0.4,0.41326530612244894,Rogers,17,0.7083333333333334,0.6714876033057852,1,2018,Mon May  7
775,Eastview,9,0.4615384615384616,0.5609756097560976,Shakopee,12,0.6153846153846154,0.5754716981132075,1,2019,Tue May  7
776,Burnsville,8,0.36,0.4025423728813559,Rosemount,16,0.72,0.6347826086956522,1,2018,Thu May 17
777,Coon Rapids,5,0.15384615384615385,0.3166023166023166,Spring Lake Park,6,0.1153846153846154,0.29195402298850576,1,2019,Mon Apr 29
778,Rochester Mayo,7,0.52,0.4576271186440678,Owatonna,4,0.5769230769230769,0.6091954022988506,0,2019,Sat May  4
779,Eastview,15,0.4615384615384616,0.5609756097560976,Apple Valley,2,0.24,0.299163179916318,0,2019,Thu Apr 25
780,Delano Rockford,12,0.7307692307692307,0.6274944567627494,Buffalo,9,0.6666666666666666,0.6193293885601578,0,2018,Mon Apr 30
781,Mahtomedi,10,0.6923076923076923,0.6294117647058823,Chanhassen,11,0.72,0.6299559471365639,1,2018,Sat Apr 21
782,Osseo Park Center,23,0.3703703703703704,0.5057251908396947,St. Louis Park,2,0.125,0.21521739130434786,0,2019,Fri May  3
783,Lakeville North,15,0.64,0.5704989154013015,Rochester Mayo,0,0.52,0.4576271186440678,0,2018,Tue Apr 24
784,East Ridge,6,0.8076923076923077,0.6064814814814815,Benilde-St. Margarets,7,1.0,0.7230769230769231,1,2019,Sat Apr 20
785,Rochester JM Lourdes,6,0.25,0.3605442176870749,Mankato,2,0.4166666666666667,0.4609571788413098,0,2018,Thu Apr 26
786,Centennial,17,0.75,0.6349892008639308,Anoka,5,0.2,0.3634408602150538,0,2018,Mon Apr 23
787,Minneapolis,2,0.5416666666666666,0.5553470919324578,Bloomington Jefferson,16,0.5384615384615384,0.5596330275229358,1,2019,Tue Apr 23
788,Mahtomedi,18,0.6923076923076923,0.6294117647058823,Simley,9,0.4166666666666667,0.4911111111111111,0,2018,Fri May 18
789,Park of Cottage Grove,9,0.5769230769230769,0.5265700483091788,Tartan,3,0.2692307692307692,0.3807339449541284,0,2019,Thu Apr 18
790,Minneapolis,9,0.5416666666666666,0.5553470919324578,Holy Angels,14,0.6521739130434783,0.534516765285996,1,2018,Tue Apr 24
791,Eagan,19,0.7083333333333334,0.6666666666666666,Chanhassen,11,0.72,0.6299559471365639,0,2019,Tue Apr 16
792,Eastview,12,0.4615384615384616,0.5609756097560976,Lakeville South,14,0.4615384615384616,0.4942339373970346,1,2018,Tue May  8
793,Centennial,13,0.75,0.6349892008639308,Totino-Grace,14,0.19230769230769232,0.3392857142857143,1,2018,Thu May 10
794,Becker,18,0.6818181818181818,0.6194444444444445,Brainerd,0,0.08333333333333333,0.13901345291479822,0,2019,Fri May  3
795,Champlin Park,10,0.4615384615384616,0.4656319290465632,Spring Lake Park,6,0.1153846153846154,0.29195402298850576,0,2018,Thu May 17
796,Rocori,18,0.4583333333333333,0.4561855670103093,Big Lake,3,0.0,0.14418604651162792,0,2019,Thu May 16
797,Spring Lake Park,4,0.1153846153846154,0.29195402298850576,Centennial,12,0.75,0.6349892008639308,1,2018,Wed May 23
798,Simley,1,0.4166666666666667,0.4911111111111111,Eagan,17,0.7083333333333334,0.6666666666666666,1,2019,Fri May  3
799,Bloomington Kennedy,10,0.4166666666666667,0.4337078651685393,Burnsville,3,0.36,0.4025423728813559,0,2018,Thu Apr 12
800,Wayzata,4,0.52,0.5757575757575758,Chanhassen,9,0.72,0.6299559471365639,1,2019,Thu May  9
801,Apple Valley,2,0.24,0.299163179916318,Northfield,14,0.56,0.5971896955503513,1,2019,Fri May  3
802,St. Michael-Albertville,23,0.88,0.8653465346534653,Monticello,1,0.5652173913043478,0.4962593516209477,0,2018,Tue May 22
803,Blake,15,0.5769230769230769,0.6049382716049383,Cretin-Derham Hall,7,0.4615384615384616,0.4822222222222222,0,2018,Tue May 22
804,TrIMAC,15,0.2,0.3805147058823529,Henry Sibley,4,0.2727272727272727,0.2891566265060241,0,2019,Mon May 13
805,Hopkins,2,0.15384615384615385,0.201530612244898,Minnetonka,15,0.88,0.6847290640394089,1,2018,Fri May 25
