,Opponent,Goals For,Goals Against,Result,Location,Year,Date
0,Chisago Lakes,0,22,L,Away,2019,Mon Apr 29
1,Monticello,1,18,L,Home,2019,Tue May  7
2,Buffalo,1,24,L,Home,2019,Mon May 13
3,Rocori,3,18,L,Away,2019,Thu May 16
4,St. Cloud,5,18,L,Away,2019,Thu May 23
5,Sartell Sauk Rapids,9,10,L,Away,2019,Thu Apr 25
6,Rogers,0,26,L,Away,2019,Mon May  6
7,Becker,1,16,L,Away,2019,Thu May  9
8,St. Michael-Albertville,1,21,L,Home,2019,Wed May 15
9,Brainerd,10,11,L,Home,2019,Mon May 20
