,Opponent,Goals For,Goals Against,Result,Location,Year,Date
0,Sartell Sauk Rapids,16,3,W,Home,2019,Tue Apr 16
1,Hill-Murray,11,3,W,Away,2019,Thu May  2
2,Grand Rapids,5,9,L,Away,2019,Thu May  9
3,St. Cloud,4,5,L,Away,2019,Tue May 14
4,Holy Family,9,8,W,Away,2019,Sat May 25
5,Osseo Park Center,1,10,L,Home,2019,Fri Apr 26
6,Brainerd,2,13,L,Home,2019,Tue May  7
7,Hermantown Proctor,4,10,L,Home,2019,Sat May 11
8,Rocori,7,1,W,Home,2019,Fri May 17
9,Buffalo,7,11,L,Away,2019,Fri May 24
