,Opponent,Location,Date
0,Grand Rapids,Home,Sat Apr 18
1,Big Lake,Away,Thu Apr 23
2,Delano Rockford,Away,Tue Apr 28
3,Brainerd,Home,Mon May  4
4,Big Lake,Home,Tue May 12
5,Buffalo,Home,Fri May 15
6,St. Cloud,Away,Thu May 21
7,Monticello,Home,Mon Apr 20
8,Chisago Lakes,Home,Mon Apr 27
9,Monticello,Away,Thu Apr 30
10,Rocori,Away,Thu May  7
11,Chisago Lakes,Away,Thu May 14
12,Sartell Sauk Rapids,Home,Tue May 19
