,Opponent,Location,Date
0,St. Michael-Albertville,Away,Thu Apr 16
1,Hopkins,Away,Thu Apr 23
2,Buffalo,Away,Sat Apr 25
3,Edina,Home,Tue May  5
4,Wayzata,Home,Tue May 12
5,Woodbury,Away,Mon May 18
6,Eagan,Home,Tue Apr 21
7,Tartan,Home,Fri Apr 24
8,Minnetonka,Home,Tue Apr 28
9,Lakeville North,Away,Thu May  7
10,Woodbury,Home,Mon May 18
11,Blake,Away,Thu May 21
