,Opponent,Location,Date
0,Blake,Away,Thu Apr  9
1,Chanhassen,Away,Thu Apr 16
2,Chaska,Home,Thu Apr 23
3,Lakeville South,Home,Wed Apr 29
4,Bloomington Kennedy,Home,Tue May  5
5,Benilde-St. Margarets,Away,Wed May 13
6,St. Louis Park,Home,Thu May 21
7,Rosemount,Home,Sat Apr 11
8,Burnsville,Away,Sat Apr 18
9,Eastview,Away,Sat Apr 25
10,Edina,Away,Sat May  2
11,Apple Valley,Home,Sat May  9
12,Holy Angels,Away,Mon May 18
