,Opponent,Location,Date
0,Blake,Away,Sat Apr 11
1,Woodbury,Away,Wed Apr 22
2,Wayzata,Home,Mon Apr 27
3,East Ridge,Home,Fri May  1
4,Cretin-Derham Hall,Home,Fri May  8
5,Park of Cottage Grove,Away,Fri May 15
6,Stillwater,Home,Wed May 20
7,Mahtomedi,Home,Thu Apr 16
8,Irondale,Away,Fri Apr 24
9,Forest Lake,Away,Wed Apr 29
10,Mounds View,Away,Wed May  6
11,Roseville,Home,Wed May 13
12,Minnetonka,Home,Sat May 16
