,Opponent,Location,Date
0,Simley,Away,Thu Apr 16
1,Prior Lake,Away,Thu Apr 23
2,Park of Cottage Grove,Away,Mon Apr 27
3,Eastview,Home,Thu Apr 30
4,Eden Prairie,Home,Thu May  7
5,Lakeville South,Away,Tue May 12
6,Maple Grove,Away,Fri May 15
7,Rosemount,Home,Tue Apr 21
8,Wayzata,Home,Sat Apr 25
9,Shakopee,Away,Wed Apr 29
10,Eagan,Home,Mon May  4
11,Farmington,Home,Fri May  8
12,Burnsville,Home,Thu May 14
13,Apple Valley,Away,Tue May 19
