,Opponent,Location,Date
0,Spring Lake Park,Away,Mon Apr 13
1,Mounds View,Away,Fri Apr 17
2,Robbinsdale Armstrong,Away,Wed Apr 22
3,Champlin Park,Home,Mon Apr 27
4,Coon Rapids,Home,Mon May  4
5,Osseo Park Center,Home,Mon May 11
6,Elk River Zimmerman,Home,Mon May 18
7,Rogers,Away,Wed Apr 15
8,Irondale,Away,Mon Apr 20
9,Blaine,Home,Sat Apr 25
10,Anoka,Away,Wed Apr 29
11,Andover,Away,Wed May  6
12,Maple Grove,Away,Wed May 13
13,Centennial,Home,Wed May 20
