,Opponent,Location,Date
0,Elk River Zimmerman,Home,Wed Apr 15
1,Centennial,Home,Wed Apr 22
2,Providence Academy,Away,Sat Apr 25
3,Blaine,Home,Wed Apr 29
4,Rogers,Home,Wed May  6
5,Robbinsdale Armstrong,Home,Wed May 13
6,Andover,Away,Mon Apr 20
7,Anoka,Home,Fri Apr 24
8,Maple Grove,Away,Mon Apr 27
9,Spring Lake Park,Away,Mon May  4
10,Totino-Grace,Away,Mon May 11
11,Champlin Park,Away,Mon May 18
12,Breck,Home,Wed May 20
