,Opponent,Location,Date
0,Southwest Christian,Home,Thu Apr  9
1,TrIMAC,Away,Thu Apr 16
2,Breck,Home,Tue Apr 21
3,TrIMAC,Home,Tue Apr 28
4,St. Paul,Home,Thu May  7
5,Grand Rapids,Away,Sat May 16
6,Blake,Home,Tue Apr 14
7,Waconia,Away,Sat Apr 18
8,Osseo Park Center,Home,Sat Apr 25
9,Holy Angels,Away,Sat May  2
10,Breck,Away,Thu May 14
11,Mound Westonka,Home,Mon May 18
