,Opponent,Location,Date
0,Farmington,Home,Fri Apr 10
1,Hastings,Home,Thu Apr 16
2,Rochester JM Lourdes,Home,Mon Apr 20
3,Rochester Century,Home,Mon Apr 27
4,Mankato,Away,Mon May  4
5,Northfield,Home,Mon May 11
6,Chaska,Home,Sat May 16
7,Mankato,Home,Mon Apr 13
8,Bloomington Kennedy,Home,Fri Apr 17
9,Northfield,Away,Thu Apr 23
10,Owatonna,Home,Thu Apr 30
11,Rochester JM Lourdes,Away,Thu May  7
12,Rochester Century,Away,Wed May 13
13,Owatonna,Away,Mon May 18
