,Opponent,Location,Date
0,Henry Sibley,Away,Sat Apr 18
1,Southwest Christian,Home,Sat Apr 25
2,Chanhassen,Home,Thu Apr 30
3,Chaska,Away,Tue May  5
4,TrIMAC,Away,Fri May  8
5,Bloomington Kennedy,Away,Tue May 12
6,Bloomington Jefferson,Away,Thu May 21
7,Waconia,Home,Thu Apr 23
8,Holy Family,Away,Mon Apr 27
9,Hill-Murray,Home,Fri May  1
10,Benilde-St. Margarets,Home,Thu May  7
11,Hopkins,Away,Sat May  9
12,Mound Westonka,Away,Fri May 15
