,Opponent,Location,Date
0,Minnetonka,Home,Tue Apr 14
1,Lakeville South,Home,Sat Apr 18
2,Bloomington Kennedy,Home,Thu Apr 30
3,Chanhassen,Away,Tue May  5
4,Eagan,Home,Sat May  9
5,Edina,Away,Sat May 16
6,Centennial,Home,Thu May 21
7,Chaska,Away,Thu Apr 16
8,Mahtomedi,Home,Sat Apr 25
9,Prior Lake,Away,Sat May  2
10,St. Louis Park,Away,Thu May  7
11,Bloomington Jefferson,Home,Wed May 13
12,St. Thomas Academy,Away,Tue May 19
