,Opponent,Location,Date
0,Bloomington Kennedy,Home,Tue Apr 14
1,Prior Lake,Home,Tue Apr 21
2,Lakeville North,Home,Wed Apr 29
3,Eastview,Away,Tue May  5
4,Apple Valley,Away,Tue May 12
5,Delano Rockford,Away,Sat May 16
6,Orono,Away,Fri May 22
7,Chaska,Home,Sat Apr 18
8,Burnsville,Away,Fri Apr 24
9,Lakeville South,Home,Fri May  1
10,Eagan,Away,Thu May  7
11,Farmington,Home,Thu May 14
12,Rosemount,Away,Tue May 19
