,Opponent,Location,Date
0,Anoka,Away,Thu Apr  9
1,Osseo Park Center,Home,Mon Apr 20
2,Elk River Zimmerman,Away,Mon Apr 27
3,Buffalo,Home,Thu Apr 30
4,Totino-Grace,Home,Wed May  6
5,Champlin Park,Home,Wed May 13
6,Robbinsdale Armstrong,Away,Wed May 20
7,Coon Rapids,Home,Mon Apr 13
8,Maple Grove,Home,Wed Apr 22
9,Spring Lake Park,Home,Wed Apr 29
10,Centennial,Away,Mon May  4
11,Blaine,Away,Mon May 11
12,Rogers,Away,Fri May 15
