,Opponent,Location,Date
0,Becker,Home,Thu Apr 23
1,Chisago Lakes,Home,Thu Apr 30
2,Becker,Away,Tue May 12
3,St. Cloud,Home,Mon May 18
4,Monticello,Home,Mon Apr 27
5,Rocori,Home,Mon May  4
6,Monticello,Away,Thu May 14
7,Brainerd,Away,Thu May 21
