,Opponent,Location,Date
0,Mankato,Home,Thu Apr  9
1,Lakeville South,Away,Fri Apr 17
2,Mound Westonka,Away,Tue Apr 28
3,Delano Rockford,Away,Thu May  7
4,Holy Family,Home,Mon May 11
5,Orono,Home,Mon May 18
6,Mound Westonka,Home,Mon Apr 13
7,Cretin-Derham Hall,Away,Sat Apr 18
8,Waconia,Home,Mon May  4
9,Southwest Christian,Away,Sat May  9
10,Minneapolis,Home,Tue May 12
