,Opponent,Location,Date
0,Bloomington Jefferson,Home,Thu Apr  9
1,Providence Academy,Away,Tue Apr 14
2,Orono,Away,Sat Apr 18
3,Mound Westonka,Home,Fri Apr 24
4,Breck,Home,Tue May  5
5,Chanhassen,Away,Fri May 15
6,Eden Prairie,Home,Thu May 21
7,White Bear Lake,Home,Sat Apr 11
8,Lakeville South,Away,Thu Apr 16
9,Holy Family,Home,Tue Apr 21
10,TrIMAC,Home,Thu Apr 30
11,Minneapolis,Home,Sat May  9
12,Edina,Home,Tue May 19
