,Opponent,Location,Date
0,New Prague,Away,Mon Apr 13
1,Breck,Away,Fri Apr 17
2,Holy Angels,Away,Tue Apr 21
3,New Prague,Home,Tue Apr 28
4,Delano Rockford,Home,Mon May  4
5,Chaska,Home,Tue May 12
6,St. Louis Park,Home,Fri May 15
7,Buffalo,Away,Thu May 21
8,TrIMAC,Home,Wed Apr 15
9,Breck,Away,Fri Apr 17
10,Blake,Away,Fri Apr 24
11,Waconia,Away,Thu Apr 30
12,Holy Family,Away,Thu May  7
13,Orono,Home,Thu May 14
14,Providence Academy,Away,Mon May 18
