,Opponent,Location,Date
0,Rogers,Away,Thu Apr  9
1,Robbinsdale Armstrong,Away,Wed Apr 15
2,Champlin Park,Home,Mon Apr 20
3,Coon Rapids,Home,Mon Apr 27
4,Osseo Park Center,Home,Mon May  4
5,Elk River Zimmerman,Home,Mon May 11
6,Blaine,Away,Wed May 20
7,Totino-Grace,Home,Mon Apr 13
8,Roseville,Home,Fri Apr 17
9,Anoka,Away,Wed Apr 22
10,Andover,Away,Wed Apr 29
11,Maple Grove,Away,Wed May  6
12,Centennial,Home,Mon May 18
