,Opponent,Location,Date
0,Champlin Park,Away,Wed Apr 15
1,Coon Rapids,Away,Wed Apr 22
2,Robbinsdale Armstrong,Home,Mon Apr 27
3,Anoka,Home,Mon May  4
4,Cretin-Derham Hall,Away,Sat May  9
5,Centennial,Away,Wed May 13
6,Spring Lake Park,Home,Wed May 20
7,Rogers,Home,Mon Apr 20
8,Totino-Grace,Away,Sat Apr 25
9,Osseo Park Center,Away,Wed Apr 29
10,Elk River Zimmerman,Away,Wed May  6
11,Andover,Home,Mon May 11
12,Maple Grove,Home,Mon May 18
