,Opponent,Location,Date
0,Elk River Zimmerman,Home,Thu Apr  9
1,Centennial,Home,Wed Apr 15
2,Blaine,Home,Wed Apr 22
3,Rogers,Home,Wed Apr 29
4,Robbinsdale Armstrong,Home,Wed May  6
5,Anoka,Away,Wed May 13
6,Andover,Away,Mon Apr 13
7,Maple Grove,Away,Mon Apr 20
8,Spring Lake Park,Away,Mon Apr 27
9,Totino-Grace,Away,Mon May  4
10,Champlin Park,Away,Mon May 11
