,Opponent,Location,Date
0,St. Paul,Home,Sat Apr 11
1,Apple Valley,Home,Wed Apr 15
2,Hermantown Proctor,Away,Fri Apr 24
3,Roseville,Away,Mon Apr 27
4,Orono,Away,Mon May 11
5,Holy Angels,Home,Fri May 15
6,Moorhead,Home,Fri May 22
7,Tartan,Away,Mon Apr 13
8,Bloomington Kennedy,Home,Tue Apr 21
9,Duluth,Away,Sat Apr 25
10,Blake,Away,Sat May  9
11,New Prague,Away,Tue May 12
12,Hopkins,Home,Mon May 18
