,Opponent,Location,Date
0,White Bear Lake,Away,Thu Apr 16
1,Henry Sibley,Home,Mon Apr 20
2,Benilde-St. Margarets,Away,Sat Apr 25
3,Tartan,Home,Wed Apr 29
4,North St. Paul,Home,Tue May  5
5,Wayzata,Away,Sat May  9
6,St. Michael-Albertville,Away,Sat May 16
7,Eastview,Home,Sat Apr 18
8,St. Thomas Academy,Away,Thu Apr 23
9,Simley,Away,Mon Apr 27
10,Chanhassen,Home,Sat May  2
11,Hill-Murray,Away,Thu May  7
12,Hastings,Home,Wed May 13
