,Opponent,Location,Date
0,Owatonna,Away,Mon Apr 13
1,Rochester Mayo,Home,Thu Apr 23
2,Rochester JM Lourdes,Home,Thu Apr 30
3,Rochester Century,Away,Thu May  7
4,Duluth,Away,Sat May  9
5,Mankato,Home,Fri May 15
6,Minnetonka,Away,Wed May 20
7,Rochester Century,Home,Mon Apr 20
8,Mankato,Away,Tue Apr 28
9,Owatonna,Home,Mon May  4
10,Hermantown Proctor,Away,Fri May  8
11,Rochester Mayo,Away,Mon May 11
12,Rochester JM Lourdes,Away,Mon May 18
