,Opponent,Location,Date
0,Minneapolis,Away,Wed Apr 15
1,Lakeville South,Away,Tue Apr 21
2,Farmington,Away,Tue Apr 28
3,Bloomington Kennedy,Away,Fri May  1
4,Prior Lake,Home,Thu May  7
5,Shakopee,Home,Tue May 12
6,Lakeville North,Home,Tue May 19
7,Owatonna,Away,Sat Apr 18
8,Eastview,Home,Thu Apr 23
9,Eagan,Away,Thu Apr 30
10,Burnsville,Away,Tue May  5
11,Bloomington Jefferson,Away,Sat May  9
12,Rosemount,Home,Thu May 14
