,Opponent,Location,Date
0,Eastview,Home,Sat Apr 11
1,Wayzata,Home,Thu Apr 16
2,Buffalo,Away,Tue Apr 21
3,Elk River Zimmerman,Home,Sat Apr 25
4,Hopkins,Away,Thu Apr 30
5,Edina,Home,Tue May 12
6,Northfield,Home,Wed May 20
7,Benilde-St. Margarets,Away,Tue Apr 14
8,Farmington,Away,Sat Apr 18
9,St. Michael-Albertville,Home,Thu Apr 23
10,Eden Prairie,Away,Tue Apr 28
11,Grand Rapids,Home,Sat May  9
12,White Bear Lake,Away,Sat May 16
