,Opponent,Location,Date
0,North St. Paul,Away,Mon Apr 13
1,Rochester Mayo,Away,Mon Apr 20
2,Rochester Century,Home,Sat Apr 25
3,Northfield,Away,Thu Apr 30
4,Rochester Mayo,Home,Thu May  7
5,Owatonna,Home,Thu May 14
6,Tartan,Away,Wed Apr 15
7,Mankato,Home,Tue Apr 21
8,Owatonna,Away,Mon Apr 27
9,Rochester Century,Away,Mon May  4
10,Mankato,Away,Mon May 11
11,Northfield,Home,Mon May 18
