,Opponent,Location,Date
0,TrIMAC,Home,Tue Apr 14
1,Mound Westonka,Home,Fri Apr 17
2,TrIMAC,Away,Thu Apr 23
3,Holy Family,Away,Thu Apr 30
4,Hopkins,Away,Thu May  7
5,Providence Academy,Home,Thu May 14
6,Roseville,Home,Thu May 21
7,Mound Westonka,Home,Fri Apr 17
8,Providence Academy,Away,Tue Apr 21
9,Holy Angels,Away,Mon Apr 27
10,Blake,Away,Tue May  5
11,Orono,Home,Sat May  9
12,Osseo Park Center,Away,Wed May 20
