,Opponent,Location,Date
0,Minneapolis,Home,Mon Apr 13
1,East Ridge,Away,Fri Apr 17
2,North St. Paul,Home,Thu Apr 23
3,Hastings,Away,Mon Apr 27
4,Henry Sibley,Home,Tue May  5
5,Hill-Murray,Home,Wed May 13
6,Park of Cottage Grove,Home,Thu May 21
7,Rochester JM Lourdes,Home,Wed Apr 15
8,Simley,Home,Mon Apr 20
9,Eden Prairie,Away,Fri Apr 24
10,Mahtomedi,Away,Wed Apr 29
11,St. Thomas Academy,Away,Thu May  7
12,Duluth,Home,Tue May 19
