,Opponent,Location,Date
0,Spring Lake Park,Away,Fri Apr 17
1,Mounds View,Home,Fri Apr 24
2,Cretin-Derham Hall,Away,Wed Apr 29
3,Park of Cottage Grove,Home,Wed May  6
4,White Bear Lake,Away,Wed May 13
5,Hill-Murray,Home,Mon May 18
6,Breck,Away,Thu May 21
7,East Ridge,Away,Tue Apr 21
8,Minneapolis,Home,Mon Apr 27
9,Woodbury,Away,Fri May  1
10,Stillwater,Home,Fri May  8
11,Irondale,Home,Fri May 15
12,Forest Lake,Home,Wed May 20
