,Opponent,Location,Date
0,Champlin Park,Home,Mon Apr 13
1,Coon Rapids,Home,Mon Apr 20
2,Robbinsdale Armstrong,Away,Fri Apr 24
3,Elk River Zimmerman,Home,Mon May  4
4,Centennial,Away,Mon May 11
5,Lakeville North,Home,Fri May 15
6,Rogers,Away,Wed May 20
7,Anoka,Away,Wed Apr 15
8,Andover,Away,Wed Apr 22
9,Osseo Park Center,Home,Mon Apr 27
10,Spring Lake Park,Home,Wed May  6
11,Totino-Grace,Home,Wed May 13
12,Blaine,Away,Mon May 18
