,Opponent,Location,Date
0,Rochester JM Lourdes,Home,Mon Apr 13
1,St. Thomas Academy,Home,Mon Apr 20
2,Hill-Murray,Away,Mon Apr 27
3,Hastings,Home,Thu May  7
4,Simley,Home,Tue Apr 14
5,Tartan,Away,Thu Apr 23
6,Mahtomedi,Away,Tue May  5
7,Henry Sibley,Away,Fri May 15
