,Opponent,Location,Date
0,Chaska,Away,Tue Apr 14
1,Holy Angels,Home,Thu Apr 23
2,Breck,Home,Thu Apr 30
3,Orono,Away,Mon May  4
4,Mound Westonka,Home,Thu May  7
5,Waconia,Home,Thu May 14
6,Sartell Sauk Rapids,Home,Thu May 21
7,Blake,Away,Tue Apr 21
8,St. Louis Park,Home,Mon Apr 27
9,Henry Sibley,Away,Fri May  1
10,Southwest Christian,Home,Tue May  5
11,New Prague,Away,Mon May 11
12,Delano Rockford,Away,Mon May 18
