,Opponent,Location,Date
0,Irondale,Away,Sat Apr 11
1,Forest Lake,Home,Fri Apr 17
2,Grand Rapids,Home,Tue Apr 21
3,Minneapolis,Home,Sat Apr 25
4,Grand Rapids,Away,Mon May  4
5,Northfield,Home,Sat May  9
6,Tartan,Away,Tue May 19
7,Hermantown Proctor,Away,Tue Apr 14
8,Rochester Century,Home,Sat Apr 18
9,Grand Rapids,Home,Tue Apr 21
10,Rogers,Away,Sat May  2
11,Hermantown Proctor,Home,Wed May  6
12,Hill-Murray,Away,Tue May 12
13,Woodbury,Home,Sat May 23
