,Opponent,Location,Date
0,Moorhead,Away,Thu Apr 16
1,Sartell Sauk Rapids,Home,Thu Apr 23
2,Brainerd,Home,Thu Apr 30
3,Monticello,Away,Thu May  7
4,Rocori,Home,Thu May 14
5,Becker,Home,Thu May 21
6,Brainerd,Away,Mon Apr 20
7,Rocori,Away,Mon Apr 27
8,Chisago Lakes,Home,Tue May  5
9,Sartell Sauk Rapids,Away,Mon May 11
10,Big Lake,Away,Mon May 18
