,Opponent,Location,Date
0,Hermantown Proctor,Away,Thu Apr  9
1,Becker,Away,Sat Apr 18
2,Duluth,Away,Tue Apr 21
3,Hermantown Proctor,Home,Fri May  1
4,Minnetonka,Away,Sat May  9
5,Brainerd,Home,Tue May 12
6,Providence Academy,Home,Sat May 16
7,St. Paul,Home,Sat May 23
8,Chisago Lakes,Away,Fri Apr 17
9,Duluth,Away,Tue Apr 21
10,Moorhead,Away,Sat Apr 25
11,Duluth,Home,Mon May  4
12,Brainerd,Away,Tue May 12
13,Moorhead,Home,Fri May 15
14,Forest Lake,Away,Fri May 22
