,Opponent,Location,Date
0,Minneapolis,Away,Sat Apr 11
1,Henry Sibley,Away,Wed Apr 15
2,TrIMAC,Home,Wed Apr 22
3,Hermantown Proctor,Home,Wed Apr 29
4,Owatonna,Home,Tue May 12
5,Hopkins,Away,Tue May 19
6,Grand Rapids,Away,Sat May 23
7,Mounds View,Home,Tue Apr 14
8,Hill-Murray,Home,Fri Apr 17
9,Hopkins,Away,Sat Apr 25
10,Providence Academy,Away,Thu May  7
11,Southwest Christian,Away,Thu May 14
12,Henry Sibley,Home,Wed May 20
